CustomerKey,GeographyKey,CustomerAlternateKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase,Age,BikeBuyer,BinnedColumn,EnglishEducation_Bachelors,EnglishEducation_Graduate Degree,EnglishEducation_High School,EnglishEducation_Partial College,EnglishEducation_Partial High School,EnglishOccupation_Clerical,EnglishOccupation_Management,EnglishOccupation_Manual,EnglishOccupation_Professional,EnglishOccupation_Skilled Manual,CommuteDistance_0-1 Miles,CommuteDistance_1-2 Miles,CommuteDistance_10+ Miles,CommuteDistance_2-5 Miles,CommuteDistance_5-10 Miles
11393,182,AW00011393,S,M,10000,2,2,1,0,1/17/2008,46,0,Bin 1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11394,259,AW00011394,S,M,10000,2,2,1,0,1/4/2006,45,1,Bin 1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11395,118,AW00011395,S,F,30000,0,0,1,0,5/17/2006,44,1,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11396,175,AW00011396,M,M,10000,2,2,0,1,4/28/2008,45,0,Bin 1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11397,197,AW00011397,S,F,20000,0,0,0,1,1/8/2008,46,0,Bin 1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
11398,261,AW00011398,S,M,30000,0,0,1,0,1/3/2006,46,1,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11399,202,AW00011399,S,F,30000,1,0,1,0,10/15/2007,46,0,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11400,251,AW00011400,S,M,40000,0,0,1,0,1/15/2006,46,1,Bin 1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
11401,204,AW00011401,M,F,40000,0,0,1,0,5/1/2007,46,1,Bin 1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
11402,183,AW00011402,M,F,40000,0,0,1,0,5/11/2007,45,1,Bin 1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
11403,179,AW00011403,S,F,40000,0,0,1,0,5/1/2007,46,1,Bin 1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
11404,133,AW00011404,S,F,10000,3,0,0,2,8/14/2007,63,0,Bin 3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
11405,143,AW00011405,S,F,10000,3,0,0,2,10/2/2007,63,0,Bin 3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
11406,199,AW00011406,M,F,20000,2,0,1,1,5/8/2007,63,1,Bin 3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
11407,170,AW00011407,M,M,20000,2,0,1,1,12/25/2007,63,0,Bin 3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
11408,257,AW00011408,M,M,10000,2,1,0,2,9/6/2007,62,0,Bin 2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11409,208,AW00011409,S,F,10000,2,2,1,1,5/21/2007,47,1,Bin 1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11410,201,AW00011410,M,M,20000,1,1,1,0,5/17/2007,47,1,Bin 1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
11411,121,AW00011411,M,M,80000,3,2,0,1,2/5/2008,61,0,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
11412,121,AW00011412,S,F,80000,4,2,1,1,5/8/2006,61,1,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11413,238,AW00011413,M,F,80000,4,2,0,1,2/10/2006,61,1,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
11414,241,AW00011414,S,M,80000,4,2,1,1,2/13/2006,61,1,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11415,127,AW00011415,S,M,90000,5,0,0,2,2/17/2008,71,0,Bin 3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11416,185,AW00011416,M,F,60000,3,1,1,4,5/11/2007,70,1,Bin 3,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
11417,222,AW00011417,M,F,70000,5,1,1,2,5/8/2007,70,1,Bin 3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
11418,160,AW00011418,S,M,90000,5,0,0,2,6/19/2008,70,0,Bin 3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11419,273,AW00011419,M,M,150000,3,4,1,4,9/13/2007,70,0,Bin 3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
11420,189,AW00011420,M,M,100000,2,3,1,4,5/5/2007,69,1,Bin 3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
11421,172,AW00011421,M,F,110000,3,4,1,4,5/6/2006,69,1,Bin 3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11422,268,AW00011422,M,M,170000,4,4,1,3,2/22/2006,69,1,Bin 3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11423,147,AW00011423,M,F,80000,4,2,0,1,6/12/2006,60,1,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
11424,164,AW00011424,M,F,80000,4,2,1,2,10/23/2007,61,0,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11425,184,AW00011425,M,F,90000,4,2,1,2,5/26/2007,61,1,Bin 2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
11426,156,AW00011426,M,M,110000,3,4,1,4,10/11/2007,61,0,Bin 2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
11427,168,AW00011427,M,F,110000,2,5,1,2,6/22/2006,61,1,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11428,173,AW00011428,S,F,120000,2,5,1,2,6/7/2006,62,1,Bin 2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
11429,218,AW00011429,M,M,80000,4,1,1,2,6/17/2007,63,1,Bin 3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11430,155,AW00011430,M,F,90000,4,1,1,2,9/20/2007,63,0,Bin 3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
11431,120,AW00011431,M,M,110000,4,5,1,2,6/23/2006,62,1,Bin 2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
11432,206,AW00011432,M,F,80000,4,2,1,2,6/13/2007,64,1,Bin 3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
11433,224,AW00011433,M,M,80000,5,2,0,2,6/5/2007,64,1,Bin 3,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
11434,274,AW00011434,M,M,170000,5,5,1,4,12/17/2007,64,0,Bin 3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
11435,168,AW00011435,S,F,100000,3,4,1,4,7/7/2008,65,0,Bin 3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
11436,273,AW00011436,M,F,160000,3,5,0,4,11/23/2007,64,0,Bin 3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
11437,190,AW00011437,M,M,90000,4,1,1,3,6/21/2008,65,0,Bin 3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
11438,162,AW00011438,M,F,130000,4,5,1,4,8/9/2007,65,0,Bin 3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
11439,217,AW00011439,M,F,90000,4,1,0,3,6/2/2007,67,1,Bin 3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
11440,187,AW00011440,M,M,80000,5,0,0,2,9/28/2007,67,0,Bin 3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
11441,192,AW00011441,M,F,90000,5,0,0,2,7/11/2008,68,0,Bin 3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
11442,224,AW00011442,M,M,90000,5,0,1,2,4/1/2008,67,0,Bin 3,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
11443,31,AW00011443,S,F,60000,0,0,0,4,12/8/2005,39,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
11444,32,AW00011444,M,F,70000,0,0,1,3,12/2/2005,39,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11445,15,AW00011445,S,F,70000,0,0,0,3,12/7/2005,41,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11446,5,AW00011446,S,F,70000,0,0,0,3,12/19/2005,41,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11447,25,AW00011447,M,F,70000,0,0,1,4,12/29/2005,41,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11448,35,AW00011448,S,M,80000,0,0,1,3,12/17/2005,40,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11449,37,AW00011449,M,M,80000,0,0,1,3,12/20/2005,40,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11450,28,AW00011450,S,M,130000,4,5,1,4,12/30/2005,39,1,Bin 1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
11451,10,AW00011451,S,M,70000,0,0,0,4,1/29/2006,40,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11452,21,AW00011452,S,F,80000,0,0,0,3,1/11/2006,41,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11453,31,AW00011453,S,M,80000,0,0,0,3,1/15/2006,42,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11454,35,AW00011454,S,F,80000,0,0,0,3,1/31/2006,41,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11455,36,AW00011455,M,M,100000,0,5,1,2,1/1/2006,41,1,Bin 1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
11456,17,AW00011456,M,M,120000,5,5,1,4,1/17/2006,41,1,Bin 1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
11457,19,AW00011457,M,F,90000,0,0,1,3,1/17/2006,42,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11458,16,AW00011458,M,F,100000,0,5,1,2,10/1/2007,42,0,Bin 1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
11459,13,AW00011459,S,F,80000,0,0,0,3,1/27/2006,42,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11460,33,AW00011460,S,M,90000,0,0,0,3,1/21/2006,42,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11461,6,AW00011461,S,M,90000,0,0,0,3,1/31/2006,43,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11462,8,AW00011462,M,F,110000,0,5,1,4,1/16/2006,43,1,Bin 1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
11463,28,AW00011463,M,F,110000,0,5,0,4,9/6/2007,43,0,Bin 1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
11464,38,AW00011464,M,M,90000,0,0,1,4,1/22/2006,43,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11465,23,AW00011465,M,M,90000,0,0,0,4,1/14/2006,44,1,Bin 1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11466,6,AW00011466,M,M,150000,0,5,1,4,11/23/2007,44,0,Bin 1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
11467,17,AW00011467,M,M,170000,1,5,1,4,2/1/2008,45,0,Bin 1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
11468,278,AW00011468,M,F,40000,1,1,1,0,2/8/2006,40,1,Bin 1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
11469,278,AW00011469,S,M,10000,0,0,0,2,2/10/2008,42,0,Bin 1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11470,177,AW00011470,S,M,20000,0,0,0,2,7/25/2006,41,1,Bin 1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
11471,207,AW00011471,S,F,30000,0,0,1,1,11/18/2007,41,0,Bin 1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
11472,24,AW00011472,S,M,60000,3,2,1,2,1/26/2006,52,1,Bin 2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
11473,221,AW00011473,S,F,20000,0,0,0,2,12/4/2007,35,0,Bin 1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11474,265,AW00011474,S,M,20000,0,0,1,2,3/29/2008,35,0,Bin 1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11475,251,AW00011475,S,M,30000,0,0,0,1,10/25/2007,36,0,Bin 1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
11476,241,AW00011476,M,F,40000,1,1,1,0,5/4/2008,40,0,Bin 1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
11477,127,AW00011477,S,M,30000,0,0,0,1,3/28/2008,42,0,Bin 1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
11478,218,AW00011478,S,M,30000,0,0,0,1,10/21/2007,42,0,Bin 1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
11479,182,AW00011479,M,M,40000,1,1,1,0,6/8/2007,42,1,Bin 1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
11480,224,AW00011480,M,F,40000,1,1,1,0,6/28/2007,42,1,Bin 1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
11481,156,AW00011481,M,F,40000,1,1,1,0,7/30/2006,42,1,Bin 1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
11482,272,AW00011482,S,F,30000,0,0,0,1,3/11/2006,43,1,Bin 1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
11483,199,AW00011483,M,M,40000,1,1,1,1,6/25/2007,43,1,Bin 1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11484,171,AW00011484,S,M,40000,2,2,1,0,7/5/2006,43,1,Bin 1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11485,237,AW00011485,M,M,40000,2,2,0,0,3/17/2006,43,1,Bin 1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11486,117,AW00011486,S,F,10000,0,0,1,2,5/27/2008,44,0,Bin 1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11487,186,AW00011487,S,F,10000,0,0,0,2,6/17/2008,44,0,Bin 1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11488,256,AW00011488,S,M,20000,0,0,1,2,4/30/2006,43,1,Bin 1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11489,262,AW00011489,S,F,20000,0,0,0,2,4/30/2006,44,1,Bin 1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11490,217,AW00011490,S,M,20000,0,0,0,2,10/6/2007,44,0,Bin 1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
11491,255,AW00011491,M,M,20000,0,0,0,2,5/10/2006,44,1,Bin 1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
11492,115,AW00011492,S,M,30000,0,0,0,1,8/14/2006,43,1,Bin 1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
11493,255,AW00011493,S,F,40000,2,2,1,0,5/17/2006,44,1,Bin 1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11494,267,AW00011494,S,M,40000,2,2,1,0,6/25/2006,45,1,Bin 1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11495,154,AW00011495,S,M,40000,2,2,1,1,4/28/2008,44,0,Bin 1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11496,272,AW00011496,S,M,40000,2,2,1,2,6/2/2006,44,1,Bin 1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11497,261,AW00011497,S,F,40000,2,2,1,2,5/7/2008,44,0,Bin 1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11498,49,AW00011498,S,M,40000,3,3,1,2,9/1/2007,41,0,Bin 1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11499,311,AW00011499,S,M,40000,3,3,1,2,10/8/2007,40,0,Bin 1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11500,52,AW00011500,S,F,40000,0,0,1,0,8/4/2007,40,0,Bin 1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
11501,49,AW00011501,S,F,40000,3,3,1,2,9/28/2007,40,0,Bin 1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11502,63,AW00011502,S,M,40000,4,4,1,1,8/3/2007,40,0,Bin 1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11503,312,AW00011503,M,M,50000,1,0,1,0,11/27/2007,84,0,Bin 4,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11504,315,AW00011504,M,F,40000,1,0,1,1,11/2/2007,84,0,Bin 4,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11505,43,AW00011505,S,F,60000,0,0,1,0,8/26/2007,49,0,Bin 2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11506,60,AW00011506,S,M,60000,0,0,0,0,9/9/2007,49,0,Bin 2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
11507,69,AW00011507,S,F,60000,0,0,1,0,8/21/2007,48,0,Bin 1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11508,626,AW00011508,S,F,60000,0,0,1,0,11/3/2007,49,0,Bin 2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11509,347,AW00011509,M,F,30000,1,0,1,1,1/30/2008,62,0,Bin 2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
11510,54,AW00011510,M,M,30000,1,0,1,1,9/13/2007,62,0,Bin 2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
11511,543,AW00011511,M,M,30000,1,0,1,1,9/14/2007,62,0,Bin 2,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
11512,59,AW00011512,S,F,20000,3,0,1,2,6/30/2008,61,1,Bin 2,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11513,62,AW00011513,S,F,20000,3,0,0,2,12/10/2007,60,1,Bin 2,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
11514,642,AW00011514,M,M,30000,1,0,1,1,12/26/2007,61,0,Bin 2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11515,301,AW00011515,M,F,30000,1,0,1,1,3/3/2006,61,1,Bin 2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11516,310,AW00011516,M,F,30000,1,0,1,1,3/18/2006,60,1,Bin 2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11517,355,AW00011517,M,F,40000,1,0,1,1,12/28/2007,61,0,Bin 2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11518,545,AW00011518,M,M,40000,1,0,1,1,4/29/2008,60,0,Bin 2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11519,49,AW00011519,M,M,40000,1,0,1,1,9/14/2007,60,0,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11520,60,AW00011520,M,F,40000,1,0,1,1,8/26/2007,60,0,Bin 2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11521,644,AW00011521,M,F,40000,1,0,1,1,9/6/2007,59,0,Bin 2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11522,546,AW00011522,M,M,80000,5,0,1,0,3/6/2006,59,1,Bin 2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
11523,54,AW00011523,M,M,40000,1,0,1,1,8/19/2007,59,1,Bin 2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11524,374,AW00011524,M,F,40000,1,0,1,1,2/29/2008,59,0,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11525,543,AW00011525,M,F,40000,1,0,1,1,3/9/2006,59,1,Bin 2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11526,70,AW00011526,M,F,40000,1,0,1,1,8/7/2007,59,1,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11527,361,AW00011527,M,F,40000,1,0,1,1,8/11/2007,59,0,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11528,325,AW00011528,M,F,40000,1,0,1,1,3/15/2006,58,1,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11529,547,AW00011529,M,M,40000,1,0,1,1,3/27/2006,57,1,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11530,54,AW00011530,M,M,40000,1,0,1,1,8/1/2007,58,0,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11531,300,AW00011531,M,F,40000,1,0,1,1,3/2/2006,58,1,Bin 2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11532,634,AW00011532,M,F,40000,1,0,1,1,10/7/2007,58,0,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11533,280,AW00011533,M,F,40000,1,0,1,1,11/15/2007,58,0,Bin 2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
11534,337,AW00011534,S,M,60000,4,0,1,0,3/21/2006,56,1,Bin 2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11535,543,AW00011535,M,M,60000,4,0,1,0,3/5/2006,57,1,Bin 2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
11536,322,AW00011536,M,M,60000,4,0,1,0,3/27/2006,57,1,Bin 2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11537,310,AW00011537,M,M,60000,4,0,1,0,3/24/2006,57,1,Bin 2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
11538,352,AW00011538,S,F,60000,4,0,0,0,3/19/2006,56,1,Bin 2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
11539,311,AW00011539,M,M,60000,4,0,1,0,3/26/2006,56,1,Bin 2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11540,312,AW00011540,S,M,60000,4,0,1,0,3/16/2006,56,1,Bin 2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
11541,547,AW00011541,S,M,60000,4,0,0,0,3/15/2006,56,1,Bin 2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
11542,278,AW00011542,S,M,20000,1,1,0,0,11/12/2007,47,0,Bin 1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
11543,201,AW00011543,M,F,20000,1,1,1,1,6/23/2008,47,0,Bin 1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
11544,127,AW00011544,M,M,30000,1,0,1,0,2/29/2008,47,0,Bin 1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
11545,200,AW00011545,M,M,30000,1,0,1,0,1/14/2008,47,0,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11546,189,AW00011546,M,F,30000,1,1,1,0,6/5/2007,47,1,Bin 1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11547,201,AW00011547,M,F,40000,0,0,1,0,6/28/2007,47,1,Bin 1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
11548,230,AW00011548,S,M,40000,0,0,1,0,6/4/2006,46,1,Bin 1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
11549,257,AW00011549,M,F,40000,0,0,1,0,6/23/2006,47,1,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11550,263,AW00011550,S,F,40000,0,0,1,0,7/23/2006,47,1,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11551,215,AW00011551,S,M,10000,3,3,1,1,9/2/2007,48,0,Bin 1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11552,135,AW00011552,S,M,20000,1,1,0,1,7/9/2008,48,0,Bin 1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
11553,266,AW00011553,M,F,20000,1,1,1,1,2/23/2008,48,0,Bin 1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
11554,224,AW00011554,S,F,10000,4,0,1,2,11/9/2007,88,0,Bin 4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11555,237,AW00011555,M,F,40000,1,0,1,0,11/9/2007,89,0,Bin 4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11556,271,AW00011556,M,M,20000,1,1,1,1,6/23/2008,48,0,Bin 1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
11557,278,AW00011557,S,F,30000,1,1,0,0,2/9/2008,48,0,Bin 1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
11558,276,AW00011558,S,M,30000,1,1,0,0,6/2/2008,48,0,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11559,161,AW00011559,S,M,30000,1,1,0,1,6/1/2008,47,0,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11560,248,AW00011560,S,F,30000,1,1,0,1,6/5/2008,48,0,Bin 1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
11561,159,AW00011561,S,F,10000,5,5,1,2,8/22/2006,49,1,Bin 2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
11562,158,AW00011562,M,M,20000,1,1,1,1,12/28/2007,49,0,Bin 2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
11563,247,AW00011563,S,M,20000,1,1,0,1,1/6/2008,49,0,Bin 2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
11564,146,AW00011564,S,M,20000,1,1,0,2,8/19/2006,49,1,Bin 2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11565,229,AW00011565,S,M,20000,2,2,1,0,3/11/2008,49,0,Bin 2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11566,226,AW00011566,M,F,40000,0,0,1,0,8/1/2007,48,0,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11567,165,AW00011567,M,F,40000,0,0,1,0,9/16/2007,47,0,Bin 1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11568,236,AW00011568,S,F,20000,2,2,1,0,7/13/2006,48,1,Bin 1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11569,274,AW00011569,M,M,30000,1,1,1,1,5/23/2008,49,0,Bin 2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11570,124,AW00011570,M,F,30000,1,1,1,2,9/26/2006,49,1,Bin 2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11571,183,AW00011571,M,M,30000,1,1,1,2,6/15/2007,49,1,Bin 2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11572,186,AW00011572,M,M,30000,1,1,1,2,6/12/2007,49,1,Bin 2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11573,276,AW00011573,S,F,20000,2,2,1,1,1/28/2008,49,0,Bin 2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11574,274,AW00011574,S,F,20000,2,2,1,1,9/16/2007,50,0,Bin 2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11575,243,AW00011575,S,M,20000,2,2,1,2,7/23/2006,50,1,Bin 2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
11576,185,AW00011576,M,M,30000,1,1,1,2,6/18/2007,50,1,Bin 2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11577,194,AW00011577,M,F,30000,1,1,1,2,6/24/2007,49,1,Bin 2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11578,222,AW00011578,S,F,10000,3,2,1,2,6/2/2007,50,1,Bin 2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
11579,272,AW00011579,S,M,20000,3,3,1,1,2/1/2008,51,0,Bin 2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
