CustomerKey,GeographyKey,CustomerAlternateKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase,CommuteDistance,Age,BikeBuyer
22198,2,AW00022198,M,M,80000,2,0,0,2,10/12/2006,1-2 Miles,58,1
18774,385,AW00018774,S,M,60000,0,0,0,1,7/29/2008,1-2 Miles,39,0
18841,63,AW00018841,M,F,40000,3,0,0,2,11/3/2007,5-10 Miles,79,1
22290,637,AW00022290,M,F,70000,4,2,1,2,12/7/2007,2-5 Miles,51,1
18535,49,AW00018535,S,M,60000,4,0,1,2,7/5/2008,10+ Miles,71,0
26417,263,AW00026417,S,M,130000,5,5,0,4,12/5/2007,10+ Miles,66,0
19323,207,AW00019323,M,M,40000,0,0,1,0,2/8/2007,0-1 Miles,48,1
14146,238,AW00014146,M,F,20000,2,0,1,1,10/20/2005,2-5 Miles,56,1
19181,224,AW00019181,S,M,30000,0,0,0,1,9/7/2006,1-2 Miles,42,1
18173,250,AW00018173,S,M,130000,4,5,0,3,5/7/2007,0-1 Miles,64,1
28735,237,AW00028735,S,F,30000,0,0,0,1,11/9/2007,2-5 Miles,41,1
13395,609,AW00013395,M,M,70000,2,1,1,2,1/19/2008,2-5 Miles,64,0
20473,536,AW00020473,M,M,90000,5,5,1,3,7/29/2008,0-1 Miles,50,0
21968,29,AW00021968,S,M,70000,0,0,0,1,10/13/2006,0-1 Miles,47,1
20983,22,AW00020983,S,F,10000,0,0,0,1,6/17/2006,0-1 Miles,34,1
16554,272,AW00016554,S,F,30000,1,0,1,0,10/31/2006,0-1 Miles,57,1
12020,60,AW00012020,M,F,30000,0,0,1,2,4/14/2008,5-10 Miles,35,1
21086,121,AW00021086,M,F,20000,2,0,1,1,2/15/2008,2-5 Miles,82,0
16401,250,AW00016401,S,F,30000,1,1,0,1,4/26/2008,0-1 Miles,48,0
21258,8,AW00021258,S,M,40000,2,0,1,2,8/7/2006,5-10 Miles,71,1
20830,115,AW00020830,M,F,30000,4,0,1,0,12/1/2006,0-1 Miles,54,1
21272,60,AW00021272,S,F,90000,4,4,1,1,2/10/2007,1-2 Miles,46,1
18248,21,AW00018248,M,M,110000,1,0,1,0,11/25/2005,0-1 Miles,46,1
28052,611,AW00028052,M,M,60000,2,1,1,2,5/7/2008,10+ Miles,64,0
28855,348,AW00028855,S,F,40000,0,0,0,1,1/16/2008,0-1 Miles,48,0
26924,32,AW00026924,S,F,20000,0,0,0,0,4/15/2007,0-1 Miles,38,1
18300,28,AW00018300,M,F,60000,1,0,1,1,10/17/2007,5-10 Miles,54,0
25588,222,AW00025588,S,M,30000,3,0,1,0,12/1/2007,0-1 Miles,56,1
22233,50,AW00022233,M,M,50000,1,1,1,0,11/18/2005,0-1 Miles,43,1
12203,60,AW00012203,M,M,120000,2,4,1,3,1/4/2008,5-10 Miles,77,0
13091,21,AW00013091,S,F,130000,0,1,0,3,12/26/2006,0-1 Miles,56,1
15194,310,AW00015194,S,M,120000,2,2,0,3,7/21/2006,0-1 Miles,48,1
21815,63,AW00021815,S,F,60000,2,1,1,2,10/7/2007,10+ Miles,63,0
12133,242,AW00012133,M,F,130000,3,4,1,3,8/14/2006,5-10 Miles,59,1
16649,53,AW00016649,M,F,110000,2,4,1,3,4/4/2008,5-10 Miles,72,0
20690,361,AW00020690,M,M,50000,3,3,1,2,6/16/2008,2-5 Miles,49,0
22257,311,AW00022257,M,F,70000,4,0,1,0,12/8/2007,2-5 Miles,45,1
16868,372,AW00016868,M,M,160000,1,3,0,2,4/18/2008,2-5 Miles,54,1
12533,644,AW00012533,M,M,170000,1,2,1,4,8/5/2007,0-1 Miles,74,0
28506,211,AW00028506,S,F,40000,3,0,1,0,7/14/2006,0-1 Miles,54,1
22904,31,AW00022904,S,M,90000,1,0,0,0,11/13/2006,0-1 Miles,46,1
19957,21,AW00019957,S,M,90000,0,0,1,2,3/14/2006,10+ Miles,41,1
27296,316,AW00027296,S,M,70000,4,0,0,0,5/29/2007,0-1 Miles,49,1
24693,208,AW00024693,S,F,30000,0,0,1,1,10/14/2007,2-5 Miles,35,0
17776,251,AW00017776,S,F,20000,1,1,0,1,11/20/2007,0-1 Miles,47,0
20243,33,AW00020243,S,F,100000,0,0,0,1,11/23/2007,5-10 Miles,49,0
17314,19,AW00017314,S,F,110000,0,0,0,3,5/16/2008,1-2 Miles,49,0
25166,345,AW00025166,S,M,70000,4,3,1,0,3/28/2008,5-10 Miles,59,0
17958,252,AW00017958,M,M,30000,0,0,1,0,3/28/2007,0-1 Miles,45,1
17865,51,AW00017865,M,M,60000,1,0,0,1,5/31/2008,0-1 Miles,54,1
20233,16,AW00020233,S,F,60000,3,3,1,2,11/4/2007,5-10 Miles,51,0
11991,9,AW00011991,M,M,60000,1,0,1,1,5/4/2006,0-1 Miles,53,1
20236,33,AW00020236,S,M,60000,3,2,0,2,4/29/2006,0-1 Miles,52,1
17551,65,AW00017551,M,F,60000,3,0,1,2,12/22/2007,10+ Miles,73,0
11835,53,AW00011835,S,M,80000,3,3,1,2,7/14/2007,2-5 Miles,50,1
27105,302,AW00027105,S,M,70000,4,0,1,0,3/7/2007,2-5 Miles,45,1
24885,36,AW00024885,S,M,60000,0,0,1,3,7/14/2008,10+ Miles,39,0
21393,33,AW00021393,S,F,70000,2,0,0,2,8/6/2006,1-2 Miles,61,1
22189,612,AW00022189,M,F,70000,0,0,1,2,12/22/2007,5-10 Miles,42,1
20191,299,AW00020191,S,M,60000,0,0,1,1,12/30/2007,2-5 Miles,48,1
24241,11,AW00024241,S,M,20000,4,0,0,2,4/7/2007,1-2 Miles,69,1
28962,27,AW00028962,S,M,100000,0,5,0,4,10/22/2007,10+ Miles,45,1
14474,348,AW00014474,M,F,60000,2,0,0,2,7/31/2008,1-2 Miles,59,0
12218,124,AW00012218,M,M,10000,1,0,1,0,11/26/2006,0-1 Miles,53,1
11296,616,AW00011296,S,F,50000,2,0,1,2,3/4/2006,5-10 Miles,79,1
15521,298,AW00015521,S,F,80000,3,3,1,3,2/4/2007,10+ Miles,50,1
27597,27,AW00027597,S,M,90000,0,0,0,0,3/31/2008,0-1 Miles,49,1
15330,611,AW00015330,S,F,60000,2,1,0,2,8/13/2007,2-5 Miles,66,0
19005,637,AW00019005,S,F,60000,2,1,1,2,8/26/2007,10+ Miles,66,0
28405,119,AW00028405,M,M,40000,1,0,1,0,2/8/2008,0-1 Miles,50,1
15382,299,AW00015382,M,F,110000,1,3,1,2,2/5/2008,1-2 Miles,53,0
20148,189,AW00020148,M,M,10000,3,0,1,1,9/17/2007,0-1 Miles,73,0
16881,310,AW00016881,M,M,70000,4,0,1,2,4/30/2008,5-10 Miles,79,1
22762,635,AW00022762,M,F,60000,2,1,1,1,3/31/2008,10+ Miles,67,0
24275,352,AW00024275,M,M,30000,0,0,0,2,8/30/2007,1-2 Miles,35,1
12038,3,AW00012038,S,M,40000,2,0,1,2,11/5/2007,5-10 Miles,72,0
20336,311,AW00020336,M,M,110000,1,3,1,3,6/17/2008,1-2 Miles,52,0
21252,53,AW00021252,S,M,30000,0,0,1,2,8/14/2007,5-10 Miles,36,0
26885,264,AW00026885,S,M,30000,0,0,0,1,12/10/2007,0-1 Miles,39,1
25449,133,AW00025449,S,M,10000,4,4,1,0,5/1/2008,0-1 Miles,48,1
25796,252,AW00025796,M,M,130000,4,5,1,3,4/8/2008,0-1 Miles,63,1
15652,229,AW00015652,M,F,30000,4,0,1,0,5/20/2006,0-1 Miles,54,1
24455,33,AW00024455,M,M,60000,4,4,0,3,10/17/2007,10+ Miles,51,0
18282,23,AW00018282,S,F,100000,0,0,0,1,8/17/2007,5-10 Miles,48,0
26649,311,AW00026649,S,F,80000,5,0,0,0,12/1/2006,0-1 Miles,56,1
16747,548,AW00016747,S,M,40000,0,0,0,2,1/1/2008,1-2 Miles,40,1
20512,339,AW00020512,M,F,70000,2,1,1,1,9/27/2007,2-5 Miles,68,0
14105,336,AW00014105,S,M,40000,0,0,0,1,10/8/2006,1-2 Miles,38,1
13932,316,AW00013932,M,M,40000,4,3,1,3,5/9/2008,10+ Miles,53,0
20969,221,AW00020969,M,F,10000,2,0,1,0,11/15/2007,1-2 Miles,58,0
28519,215,AW00028519,M,M,30000,1,0,1,0,8/24/2006,1-2 Miles,45,1
16457,156,AW00016457,S,F,20000,0,0,0,1,2/14/2008,2-5 Miles,39,0
28901,159,AW00028901,M,F,120000,2,5,1,2,1/22/2008,10+ Miles,62,1
26539,302,AW00026539,S,F,130000,1,0,0,2,11/13/2006,0-1 Miles,47,1
25623,539,AW00025623,M,F,100000,2,0,1,2,12/25/2007,1-2 Miles,47,1
16500,635,AW00016500,S,F,30000,0,0,0,2,10/22/2007,1-2 Miles,40,1
23315,38,AW00023315,M,F,30000,2,0,1,2,4/29/2008,5-10 Miles,68,0
27230,60,AW00027230,S,M,40000,2,0,0,1,1/19/2008,0-1 Miles,57,0
13925,355,AW00013925,S,M,60000,0,0,1,1,5/4/2007,2-5 Miles,51,1
23248,635,AW00023248,M,F,10000,2,1,1,2,3/21/2008,1-2 Miles,62,0
25638,226,AW00025638,S,M,30000,2,2,0,0,10/1/2007,0-1 Miles,50,0
13463,298,AW00013463,M,F,60000,2,0,1,2,5/16/2008,5-10 Miles,79,0
15712,249,AW00015712,M,F,130000,4,5,1,4,1/12/2008,0-1 Miles,66,0
19460,212,AW00019460,M,M,30000,1,1,1,2,9/9/2007,0-1 Miles,49,0
19428,127,AW00019428,M,M,30000,0,0,1,0,1/5/2006,0-1 Miles,45,1
11426,156,AW00011426,M,M,110000,3,4,1,4,10/11/2007,10+ Miles,61,0
25294,12,AW00025294,S,F,130000,0,5,1,4,8/5/2005,0-1 Miles,43,1
25535,210,AW00025535,S,F,20000,1,0,1,0,3/5/2008,0-1 Miles,79,0
18025,187,AW00018025,S,M,30000,3,3,1,2,2/21/2008,0-1 Miles,36,0
13553,262,AW00013553,M,F,30000,1,0,1,0,6/3/2007,1-2 Miles,45,1
28450,160,AW00028450,S,M,10000,1,0,0,0,8/16/2007,0-1 Miles,53,0
19971,6,AW00019971,S,M,100000,0,5,1,3,4/30/2006,10+ Miles,44,1
11201,369,AW00011201,M,F,70000,4,1,1,1,1/2/2008,10+ Miles,68,0
26489,300,AW00026489,S,M,70000,2,1,1,1,8/6/2007,10+ Miles,68,0
14854,38,AW00014854,S,F,20000,2,1,1,2,1/30/2008,5-10 Miles,66,0
18149,230,AW00018149,M,F,100000,2,3,0,4,10/6/2007,2-5 Miles,70,0
22064,39,AW00022064,M,M,20000,4,0,1,2,8/20/2007,5-10 Miles,70,0
12073,334,AW00012073,M,M,70000,4,0,1,2,9/7/2007,10+ Miles,71,0
16563,261,AW00016563,S,F,20000,2,0,1,1,8/15/2007,2-5 Miles,96,0
22794,239,AW00022794,M,F,130000,2,4,1,1,9/5/2007,5-10 Miles,57,0
13957,21,AW00013957,S,F,60000,2,2,1,1,1/19/2007,2-5 Miles,47,1
15469,368,AW00015469,M,M,60000,1,0,1,0,8/13/2007,0-1 Miles,44,0
17794,253,AW00017794,M,M,30000,1,1,1,1,2/24/2007,2-5 Miles,49,1
17001,638,AW00017001,S,F,70000,4,2,0,2,5/10/2008,0-1 Miles,52,1
17762,147,AW00017762,S,F,10000,2,2,1,1,3/4/2007,0-1 Miles,46,1
15128,26,AW00015128,S,F,70000,0,0,0,4,10/19/2007,10+ Miles,41,0
22826,238,AW00022826,M,M,130000,4,5,1,3,9/16/2007,10+ Miles,62,0
12009,11,AW00012009,S,F,80000,1,0,1,1,6/13/2006,5-10 Miles,58,1
17447,311,AW00017447,M,F,80000,4,0,1,2,8/8/2007,5-10 Miles,80,0
22267,55,AW00022267,M,F,70000,4,0,1,0,12/13/2005,0-1 Miles,49,1
23162,355,AW00023162,S,F,70000,3,0,1,0,3/16/2008,2-5 Miles,44,1
23132,368,AW00023132,M,M,70000,2,0,0,2,9/18/2007,1-2 Miles,58,0
20417,38,AW00020417,M,M,30000,3,0,0,2,10/19/2007,5-10 Miles,65,0
20228,37,AW00020228,M,M,100000,0,0,1,0,4/30/2006,2-5 Miles,49,1
14400,360,AW00014400,S,M,70000,4,1,1,2,4/5/2007,10+ Miles,66,1
26546,329,AW00026546,M,M,60000,0,0,1,2,11/2/2006,5-10 Miles,37,1
23403,611,AW00023403,S,M,60000,1,0,0,1,3/24/2008,0-1 Miles,57,1
28305,32,AW00028305,S,F,60000,4,4,1,3,4/10/2008,10+ Miles,51,0
12880,60,AW00012880,S,M,50000,0,0,0,0,11/14/2007,1-2 Miles,42,0
27387,546,AW00027387,S,M,60000,3,0,1,2,9/28/2007,10+ Miles,76,0
14286,10,AW00014286,M,F,120000,1,2,1,3,3/30/2007,2-5 Miles,56,1
16183,17,AW00016183,S,F,60000,3,3,1,2,11/10/2007,5-10 Miles,50,0
24713,207,AW00024713,S,M,10000,4,0,0,2,8/31/2007,1-2 Miles,99,0
27155,196,AW00027155,M,M,20000,0,0,1,2,9/16/2007,1-2 Miles,35,0
14559,337,AW00014559,M,F,50000,1,1,1,0,7/19/2005,2-5 Miles,44,1
23460,607,AW00023460,S,M,90000,4,4,1,3,4/25/2008,2-5 Miles,49,1
17910,9,AW00017910,M,M,10000,0,0,1,2,10/12/2005,0-1 Miles,38,1
19525,68,AW00019525,S,F,40000,0,0,0,1,3/13/2008,2-5 Miles,55,0
11885,302,AW00011885,M,M,80000,2,0,1,0,4/30/2006,0-1 Miles,55,1
24780,631,AW00024780,M,F,70000,1,1,1,0,9/8/2007,0-1 Miles,44,1
17563,337,AW00017563,S,M,70000,1,0,1,0,5/22/2008,2-5 Miles,43,1
13863,299,AW00013863,M,M,60000,1,0,1,0,3/11/2008,2-5 Miles,43,0
16111,542,AW00016111,S,F,70000,4,2,1,2,4/7/2008,0-1 Miles,52,1
27516,18,AW00027516,S,M,100000,1,1,1,3,7/5/2008,2-5 Miles,56,0
22420,184,AW00022420,S,M,10000,1,1,0,1,11/30/2007,1-2 Miles,55,0
19707,369,AW00019707,M,M,80000,2,0,1,2,12/4/2007,5-10 Miles,61,0
12991,3,AW00012991,M,M,60000,2,2,1,1,10/19/2006,0-1 Miles,47,1
26399,175,AW00026399,M,M,120000,4,4,1,4,8/31/2007,10+ Miles,69,1
12641,203,AW00012641,M,M,100000,3,4,1,3,6/4/2008,10+ Miles,61,0
12466,221,AW00012466,M,M,20000,1,1,1,1,9/20/2007,2-5 Miles,48,0
13105,32,AW00013105,M,F,60000,1,0,1,1,12/12/2006,0-1 Miles,53,1
28061,302,AW00028061,S,M,70000,4,0,0,0,8/19/2005,0-1 Miles,49,1
28297,545,AW00028297,S,F,70000,3,0,0,2,10/8/2005,1-2 Miles,62,1
28186,536,AW00028186,M,F,60000,1,0,1,1,9/5/2005,0-1 Miles,55,1
24969,633,AW00024969,M,F,60000,2,1,1,1,8/28/2007,10+ Miles,66,0
21236,632,AW00021236,S,M,40000,0,0,1,1,2/26/2008,5-10 Miles,40,0
22512,223,AW00022512,S,F,30000,2,2,1,2,2/13/2008,0-1 Miles,51,0
17723,239,AW00017723,M,M,30000,1,0,1,0,9/10/2007,0-1 Miles,72,0
11590,221,AW00011590,S,F,30000,2,2,1,2,6/4/2007,0-1 Miles,51,1
18241,16,AW00018241,M,M,90000,1,0,1,0,11/7/2005,0-1 Miles,46,1
22361,343,AW00022361,M,M,40000,2,0,1,1,12/25/2007,0-1 Miles,56,0
20802,220,AW00020802,S,M,10000,2,0,1,0,12/12/2007,0-1 Miles,58,0
15325,632,AW00015325,M,M,60000,2,1,1,1,9/12/2006,2-5 Miles,67,1
14269,300,AW00014269,M,M,30000,0,0,1,2,3/26/2008,5-10 Miles,39,0
15778,616,AW00015778,S,M,70000,2,1,1,0,4/24/2007,5-10 Miles,58,1
26234,299,AW00026234,S,M,40000,3,3,1,0,7/14/2006,1-2 Miles,39,1
16301,191,AW00016301,S,M,20000,0,0,0,1,9/17/2007,2-5 Miles,38,0
23457,300,AW00023457,S,F,80000,2,0,0,2,3/10/2008,1-2 Miles,59,0
22692,185,AW00022692,M,F,40000,1,0,1,1,5/18/2008,0-1 Miles,52,1
19080,182,AW00019080,S,M,90000,5,0,1,2,8/11/2007,10+ Miles,67,0
11801,536,AW00011801,M,M,60000,1,0,1,0,6/14/2008,2-5 Miles,45,0
21063,188,AW00021063,M,M,10000,5,4,0,2,10/23/2007,0-1 Miles,49,0
16331,56,AW00016331,S,F,40000,0,0,0,2,9/10/2007,1-2 Miles,38,0
26628,641,AW00026628,S,M,40000,2,0,0,1,11/13/2007,0-1 Miles,88,0
13816,265,AW00013816,S,F,30000,3,3,1,2,10/25/2007,0-1 Miles,35,0
18493,7,AW00018493,M,F,100000,1,1,1,3,12/17/2005,2-5 Miles,57,1
17129,312,AW00017129,S,F,40000,4,0,1,2,11/24/2007,10+ Miles,70,1
23728,315,AW00023728,S,F,60000,2,1,1,1,10/12/2007,10+ Miles,65,0
26798,637,AW00026798,M,M,40000,0,0,1,2,2/6/2008,5-10 Miles,39,0
11518,545,AW00011518,M,M,40000,1,0,1,1,4/29/2008,0-1 Miles,60,0
15686,244,AW00015686,M,M,130000,3,4,1,4,8/30/2007,0-1 Miles,71,0
27172,130,AW00027172,S,F,10000,0,0,1,2,4/28/2008,1-2 Miles,44,0
12412,315,AW00012412,M,F,50000,1,0,1,0,4/27/2008,1-2 Miles,84,0
25894,301,AW00025894,M,M,60000,2,1,1,2,1/27/2008,10+ Miles,64,0
20839,269,AW00020839,S,F,30000,3,0,1,0,10/2/2006,0-1 Miles,56,1
28595,335,AW00028595,S,M,20000,3,0,0,2,10/11/2007,0-1 Miles,60,0
18799,331,AW00018799,M,M,60000,1,0,1,0,10/6/2007,0-1 Miles,43,0
22715,66,AW00022715,M,M,90000,4,4,1,3,11/17/2007,0-1 Miles,49,0
14648,343,AW00014648,S,M,90000,5,0,1,0,12/16/2005,0-1 Miles,87,1
20119,614,AW00020119,M,M,40000,0,0,1,0,4/6/2008,0-1 Miles,42,0
16015,335,AW00016015,S,F,30000,0,0,0,1,7/25/2007,1-2 Miles,36,1
13511,216,AW00013511,S,M,10000,2,0,1,1,6/5/2006,1-2 Miles,74,1
21653,361,AW00021653,S,M,70000,4,2,1,2,9/30/2007,2-5 Miles,52,1
19401,307,AW00019401,S,M,60000,0,0,0,1,8/26/2007,0-1 Miles,48,1
13844,151,AW00013844,S,M,30000,0,0,0,1,12/27/2005,2-5 Miles,40,1
19679,312,AW00019679,M,M,60000,1,1,1,0,9/11/2007,1-2 Miles,44,1
22716,614,AW00022716,S,M,100000,3,1,1,4,1/18/2008,2-5 Miles,50,1
24400,642,AW00024400,M,F,100000,5,2,0,1,6/17/2008,0-1 Miles,51,1
24412,312,AW00024412,S,F,120000,1,3,0,4,11/7/2007,1-2 Miles,53,0
18681,335,AW00018681,M,F,40000,1,0,1,0,9/25/2007,0-1 Miles,41,0
16304,127,AW00016304,S,M,20000,5,5,1,2,11/1/2007,0-1 Miles,35,0
18349,372,AW00018349,S,M,30000,0,0,1,1,9/26/2007,5-10 Miles,41,0
18274,10,AW00018274,M,F,90000,4,4,1,0,4/27/2008,0-1 Miles,47,0
19163,336,AW00019163,M,F,70000,4,2,1,2,11/25/2007,0-1 Miles,52,1
28129,66,AW00028129,S,M,50000,0,0,0,2,2/13/2006,1-2 Miles,41,1
26874,118,AW00026874,S,M,30000,0,0,0,1,11/2/2007,2-5 Miles,37,0
25890,302,AW00025890,M,F,60000,2,1,1,1,8/19/2007,10+ Miles,64,0
27694,19,AW00027694,M,M,60000,1,0,1,1,6/20/2008,5-10 Miles,53,1
15780,301,AW00015780,M,F,70000,3,2,1,0,4/13/2007,5-10 Miles,58,1
11288,301,AW00011288,M,F,110000,1,3,1,3,9/6/2007,2-5 Miles,53,0
26431,5,AW00026431,S,M,60000,0,0,1,4,6/17/2008,10+ Miles,41,0
20240,30,AW00020240,M,F,60000,1,0,1,1,4/18/2008,5-10 Miles,54,0
23774,237,AW00023774,S,M,30000,0,0,1,1,10/7/2007,2-5 Miles,44,1
26645,311,AW00026645,S,F,60000,1,0,1,1,12/5/2006,2-5 Miles,57,1
17938,205,AW00017938,S,M,10000,1,1,0,1,7/7/2008,1-2 Miles,56,0
28469,279,AW00028469,M,F,10000,2,0,1,0,4/28/2008,1-2 Miles,60,0
28674,369,AW00028674,M,M,80000,2,0,1,0,11/25/2005,0-1 Miles,45,1
16791,49,AW00016791,S,M,60000,5,0,1,3,11/24/2007,10+ Miles,68,1
18889,627,AW00018889,S,F,40000,0,0,0,1,8/5/2007,1-2 Miles,38,0
17963,127,AW00017963,S,F,30000,0,0,0,0,6/1/2007,1-2 Miles,46,1
14836,230,AW00014836,M,M,30000,4,4,0,2,8/30/2007,0-1 Miles,37,0
18506,52,AW00018506,M,M,60000,2,0,0,2,12/26/2007,5-10 Miles,58,0
28458,205,AW00028458,S,F,30000,4,0,1,0,3/11/2006,0-1 Miles,53,1
20175,183,AW00020175,S,F,30000,0,0,0,1,1/10/2008,2-5 Miles,41,1
16560,223,AW00016560,S,M,30000,0,0,1,0,6/19/2007,0-1 Miles,44,1
19177,118,AW00019177,M,F,40000,1,1,1,1,8/24/2007,1-2 Miles,42,0
13167,311,AW00013167,S,M,30000,0,0,0,1,5/9/2008,1-2 Miles,41,0
26321,43,AW00026321,M,M,70000,2,2,1,1,10/20/2006,2-5 Miles,46,1
28924,32,AW00028924,S,F,70000,0,0,0,2,6/24/2008,10+ Miles,39,0
21174,26,AW00021174,M,M,70000,5,5,1,3,3/22/2008,10+ Miles,48,0
24466,21,AW00024466,M,F,60000,1,0,1,1,6/4/2007,5-10 Miles,55,1
27113,618,AW00027113,M,F,60000,0,0,1,0,3/13/2008,2-5 Miles,49,0
18436,369,AW00018436,M,M,80000,4,0,0,2,6/15/2008,1-2 Miles,76,1
23683,298,AW00023683,M,F,50000,4,0,1,2,4/3/2008,1-2 Miles,73,1
23207,383,AW00023207,M,M,60000,4,4,1,3,2/8/2008,10+ Miles,51,0
23950,225,AW00023950,M,M,10000,0,0,0,2,3/23/2008,0-1 Miles,40,0
25867,385,AW00025867,S,M,70000,5,0,1,3,8/30/2005,10+ Miles,68,1
24017,127,AW00024017,S,F,20000,2,0,1,1,3/11/2008,1-2 Miles,55,1
12436,612,AW00012436,M,M,40000,1,0,1,1,12/18/2007,0-1 Miles,60,0
11340,192,AW00011340,M,F,10000,1,0,1,0,4/30/2007,0-1 Miles,79,1
27310,121,AW00027310,M,F,80000,3,2,0,1,4/20/2008,2-5 Miles,60,0
14440,298,AW00014440,M,M,100000,4,1,1,4,5/3/2007,2-5 Miles,49,1
16671,552,AW00016671,S,F,60000,0,0,1,2,6/15/2008,5-10 Miles,41,0
24411,300,AW00024411,M,M,110000,1,3,1,2,9/23/2007,5-10 Miles,52,0
19599,29,AW00019599,M,M,60000,1,0,0,1,2/19/2006,0-1 Miles,54,1
24813,311,AW00024813,M,M,80000,3,3,1,1,10/15/2007,2-5 Miles,48,0
11840,336,AW00011840,M,M,60000,0,0,1,1,11/1/2007,2-5 Miles,50,0
18572,299,AW00018572,M,F,60000,0,0,1,0,11/13/2007,0-1 Miles,48,0
19677,23,AW00019677,M,M,20000,4,0,0,2,10/21/2007,1-2 Miles,68,0
19565,33,AW00019565,M,F,60000,2,2,1,1,2/3/2006,0-1 Miles,47,1
22612,191,AW00022612,S,M,20000,0,0,0,1,2/8/2008,2-5 Miles,46,1
16535,201,AW00016535,S,M,10000,1,1,0,1,12/5/2007,1-2 Miles,55,0
28123,299,AW00028123,S,F,40000,0,0,1,2,3/31/2008,5-10 Miles,40,0
15177,311,AW00015177,S,M,70000,0,0,0,2,5/28/2008,0-1 Miles,42,0
29344,5,AW00029344,S,M,40000,2,0,1,2,6/28/2008,5-10 Miles,72,1
24162,7,AW00024162,M,M,10000,0,0,0,1,4/15/2007,0-1 Miles,35,1
25978,331,AW00025978,S,F,90000,5,0,1,0,1/15/2006,0-1 Miles,89,1
16125,60,AW00016125,M,F,60000,1,0,1,1,6/5/2008,2-5 Miles,54,1
27836,216,AW00027836,M,M,20000,0,0,1,2,9/18/2007,1-2 Miles,40,0
22621,162,AW00022621,M,M,50000,0,0,1,0,10/23/2007,0-1 Miles,45,1
26547,7,AW00026547,S,F,30000,2,0,0,2,12/20/2006,5-10 Miles,69,1
15044,37,AW00015044,S,F,20000,0,0,1,0,4/17/2007,0-1 Miles,38,1
19267,21,AW00019267,M,M,10000,0,0,1,1,6/17/2008,2-5 Miles,36,0
11068,40,AW00011068,S,F,80000,2,0,1,2,11/1/2007,5-10 Miles,59,0
28323,31,AW00028323,S,M,70000,0,0,0,2,8/18/2007,5-10 Miles,52,1
22242,648,AW00022242,M,M,40000,1,1,1,1,9/7/2007,0-1 Miles,44,0
26844,236,AW00026844,S,F,20000,2,0,0,1,7/19/2008,1-2 Miles,85,0
20001,627,AW00020001,S,F,60000,2,0,1,0,10/26/2007,2-5 Miles,45,1
28895,159,AW00028895,S,M,110000,3,4,1,4,7/22/2008,10+ Miles,69,0
28376,175,AW00028376,S,M,40000,0,0,0,0,1/27/2008,0-1 Miles,47,1
15447,222,AW00015447,M,F,20000,1,0,1,0,11/28/2007,0-1 Miles,54,0
11243,237,AW00011243,M,F,150000,2,3,1,3,8/24/2005,0-1 Miles,57,1
28357,59,AW00028357,S,F,50000,3,3,0,1,6/20/2008,0-1 Miles,50,0
22086,311,AW00022086,M,F,110000,1,3,1,4,12/14/2007,5-10 Miles,53,0
22171,33,AW00022171,M,F,30000,3,0,0,2,10/26/2006,1-2 Miles,64,1
21562,3,AW00021562,S,M,100000,0,5,1,3,9/22/2006,10+ Miles,42,1
14865,269,AW00014865,S,M,40000,2,2,1,2,9/27/2007,1-2 Miles,45,0
24218,261,AW00024218,S,M,20000,1,1,0,0,11/6/2007,1-2 Miles,47,0
25892,60,AW00025892,M,F,60000,2,1,1,2,8/15/2006,2-5 Miles,64,1
16148,337,AW00016148,M,F,80000,1,0,1,1,4/1/2008,0-1 Miles,57,1
15962,547,AW00015962,S,M,90000,4,3,1,2,5/26/2008,5-10 Miles,54,0
28822,618,AW00028822,M,F,60000,1,1,1,0,12/31/2005,0-1 Miles,43,1
24958,310,AW00024958,S,F,40000,5,0,0,3,5/20/2008,2-5 Miles,69,1
21689,609,AW00021689,M,F,40000,1,0,1,1,5/16/2008,1-2 Miles,84,0
14262,13,AW00014262,M,M,70000,2,0,1,2,3/7/2007,1-2 Miles,61,1
24876,178,AW00024876,S,M,130000,4,5,0,4,10/22/2007,10+ Miles,66,0
27888,192,AW00027888,S,F,10000,1,1,0,1,6/19/2008,2-5 Miles,55,0
13575,211,AW00013575,M,F,70000,5,1,1,2,7/21/2006,2-5 Miles,71,1
13113,4,AW00013113,S,M,100000,0,0,0,1,12/17/2006,5-10 Miles,49,1
12169,312,AW00012169,S,F,120000,1,3,1,4,5/1/2006,5-10 Miles,53,1
25901,337,AW00025901,M,M,70000,2,1,0,2,10/13/2005,2-5 Miles,62,1
23418,15,AW00023418,M,F,60000,2,2,1,1,1/5/2007,2-5 Miles,48,1
11606,212,AW00011606,S,F,10000,0,0,0,2,7/11/2005,0-1 Miles,40,1
22950,20,AW00022950,S,F,70000,0,0,0,1,12/25/2006,0-1 Miles,51,1
17835,254,AW00017835,M,M,30000,4,4,0,3,2/26/2008,0-1 Miles,37,0
29092,40,AW00029092,S,M,20000,2,1,0,3,12/1/2007,1-2 Miles,62,0
23493,337,AW00023493,M,M,130000,1,3,1,3,5/25/2008,0-1 Miles,54,1
26948,157,AW00026948,S,F,20000,0,0,0,1,12/11/2007,2-5 Miles,45,1
25590,173,AW00025590,S,F,20000,0,0,0,1,6/14/2008,2-5 Miles,44,1
